Id,Probability
1,0.25089864433640585
2,0.3285645628028388
3,0.04314736378641882
4,0.19702433303195122
5,0.10468584130991934
6,0.5082904082378872
7,0.07991605640332572
8,0.08155485057571746
9,0.48725687827578584
10,0.8775544588174325
11,0.11967380373003689
12,0.33357298631616417
13,0.4858528817449285
14,0.4596187118040222
15,0.07180412369317869
16,0.4557715616144397
17,0.5163143062322961
18,0.34558814191380915
19,0.22345694783415032
20,0.19482968546374255
21,0.2908921089211923
22,0.2005053510361969
23,0.2579714301594386
24,0.2377159151008628
25,0.2155690805637444
26,0.7375141723356009
27,0.33002484237245416
28,0.22766376894480192
29,0.07536834508065844
30,0.2039256998606436
31,0.10069497915510339
32,0.25260237228146304
33,0.17100083926759876
34,0.43036744733621596
35,0.43505602224588585
36,0.4626180360551895
37,0.833665770539484
38,0.42555677954207927
39,0.05016907747941804
40,0.13515207855111258
41,0.19710072068681955
42,0.7977329399564422
43,0.18466341204835968
44,0.3762290870776252
45,0.4169361401301156
46,0.07659901542933527
47,0.4484825587972517
48,0.25550515095378207
49,0.12752655496830223
50,0.27299433524456845
51,0.46566129077893204
52,0.07302892674571286
53,0.08473591553127913
54,0.06084874000872778
55,0.6227176684623493
56,0.06356772384963601
57,0.6620516388373532
58,0.19947545635951344
59,0.19499221977120793
60,0.10935771186360178
61,0.4592694932775313
62,0.5311377328709261
63,0.2324505144734695
64,0.5818266704860979
65,0.034166754300353194
66,0.6417409378593729
67,0.10452228857852172
68,0.11915235768734543
69,0.4429180043944657
70,0.44733705694541426
71,0.0711600112457677
72,0.13675418146649485
73,0.3210348065953343
74,0.20831061732648626
75,0.09213103500511305
76,0.28270240334970315
77,0.19463070521360434
78,0.25323493177325895
79,0.2419744922981471
80,0.12242314082217483
81,0.22526432703155153
82,0.14243421880933824
83,0.10378353457889815
84,0.14944054668089163
85,0.5149261646854368
86,0.1697197409420333
87,0.3977163970770506
88,0.2918304538583434
89,0.6145669874711368
90,0.21944104375638407
91,0.28350083649223184
92,0.13011084364583145
93,0.41788528448691276
94,0.07701392172623509
95,0.287474009117587
96,0.2615698154559465
97,0.46940690233898447
98,0.11571821196793455
99,0.23554776342667105
100,0.09815446328003405
101,0.5265808659286252
102,0.32312560986700517
103,0.5614423343464837
104,0.3234028906676311
105,0.5769045438688296
106,0.15960900934563516
107,0.5771593485879201
108,0.5730011289946311
109,0.20462223480980088
110,0.37345466342695577
111,0.09876234258266212
112,0.34008242564295327
113,0.8590475422922232
114,0.4459985432688606
115,0.15277451840857545
116,0.5250388379854978
117,0.46988023161261455
118,0.0905873566295757
119,0.5289159130148311
120,0.2849489943074756
121,0.6979120520071275
122,0.13388303300711105
123,0.35944749294126915
124,0.32175437791729466
125,0.7916219017099008
126,0.2824579226168544
127,0.40764697867341787
128,0.14116273456176856
129,0.19252515147065813
130,0.2660817219136076
131,0.8105723907335406
132,0.4366923516646439
133,0.333969294343077
134,0.3986829973955466
135,0.8089060742217414
136,0.490890342318665
137,0.7013881084660126
138,0.8549373488651101
139,0.540407291134021
140,0.3658199620298852
141,0.23912192100597807
142,0.2022304923701815
143,0.06612068573711073
144,0.16424984888151709
145,0.34108232150808065
146,0.39009003971494594
147,0.12923514263388972
148,0.44175852558346484
149,0.09151188563596369
150,0.1405231938009986
151,0.9461223722241959
152,0.08741445115304373
153,0.5238104348459537
154,0.5305134233180452
155,0.17985321075224478
156,0.289058573961734
157,0.3360606306187458
158,0.11323484061978824
159,0.7841924356741986
160,0.2947352512258676
161,0.07687229233899553
162,0.05851375805912166
163,0.20009338864873122
164,0.8345342020846255
165,0.16370214582651313
166,0.27315520291503076
167,0.1285052207900989
168,0.5231012400371531
169,0.6529903628117913
170,0.1578946404115036
171,0.29627445411526837
172,0.40934820227878277
173,0.3157586368065859
174,0.41973030050358545
175,0.25723262823318316
176,0.28396833469270105
177,0.44124251273309284
178,0.26229881081490686
179,0.8005291005291004
180,0.7708917179311916
181,0.5766545507091726
182,0.04682544637080997
183,0.14350859263267068
184,0.3131398430221241
185,0.6994844863005957
186,0.46862645187546936
187,0.4418903226961591
188,0.3309704882029549
189,0.23756465920823708
190,0.13647803261298025
191,0.2737917357748976
192,0.44409925707913933
193,0.24377404367274969
194,0.15653173114976918
195,0.08226520638928443
196,0.16783765552442903
197,0.25296807947269884
198,0.4549478456618827
199,0.8047161995821144
200,0.1492238170899546
201,0.43361699069489473
202,0.12761031166654485
203,0.3420542696250957
204,0.2225851257255591
205,0.172940911071801
206,0.6408612924727684
207,0.41233355680292505
208,0.15137936158452348
209,0.29306047442364697
210,0.16387335727239125
211,0.6123197216220472
212,0.42781086744503616
213,0.47206544576886195
214,0.3431007704134186
215,0.12475776138821577
216,0.10959872841904796
217,0.10578729055122875
218,0.28920380871245993
219,0.9995748299319727
220,0.105059460350629
221,0.10343810141128432
222,0.10906040193447997
223,0.459325366938456
224,0.41915201212538444
225,0.4947694870342274
226,0.535658626936751
227,0.7946534285819999
228,0.10302052895896045
229,0.23836599970212838
230,0.6924721067982746
231,0.4427366796030389
232,0.20357039766326018
233,0.34455418129557663
234,0.2822660226596006
235,0.6619399251666552
236,0.09280159531625005
237,0.7115902087455103
238,0.10971973690370762
239,0.6096990378673939
240,0.07485031088518901
241,0.38742370876516674
242,0.1113105117390518
243,0.5344367123745004
244,0.7110440842713436
245,0.06966016437247773
246,0.2578782483717118
247,0.23781245042942117
248,0.18547319605609516
249,0.07111231354293468
250,0.6401830824065846
251,0.7247921641484558
252,0.3455081804570693
253,0.12684192596600402
254,0.3510888459625469
255,0.28750369102474493
256,0.8184846553583686
257,0.20893537026466627
258,0.6224947671376243
259,0.5527717426683593
260,0.5181142095386139
261,0.7171213558211639
262,0.4352833618295745
263,0.3743715591418766
264,0.24647999063045684
265,0.21808997942610805
266,0.08331656369701806
267,0.39406354277609196
268,0.07321471167702504
269,0.08425562983691848
270,0.22508450047807838
271,0.1744713564437722
272,0.3980365607122436
273,0.3523856572932144
274,0.5573326135350821
275,0.5094698382502335
276,0.2787276628712408
277,0.37057925589894797
278,0.5086193132372014
279,0.8496153871729908
280,0.056601087396451005
281,0.8456916099773241
282,0.10451795364203166
283,0.5608611693866683
284,0.2672103271139719
285,0.3396350104820086
286,0.17790310000720422
287,0.6355685840222896
288,0.406000176491156
289,0.3316844063776868
290,0.5392580120335906
291,0.06749314967685892
292,0.11869528373654445
293,0.3507979888138016
294,0.7103174603174603
295,0.9281462585034013
296,0.11474137515136291
297,0.30652887443976445
298,0.7365452999381571
299,0.3281776637381914
300,0.21204602616410964
301,0.22709176668876488
302,0.6629387697649376
303,0.5280962274625869
304,0.5288709818087698
305,0.04934902573262464
306,0.7377106252682291
307,0.19405666711797775
308,0.7129533650920552
309,0.5644569567281933
310,0.3416869805083777
311,0.0740645168353837
312,0.6989886055141841
313,0.1342655965195041
314,0.8518916119722572
315,0.3160373751523489
316,0.30869138171207916
317,0.31023549693862573
318,0.18025509845289409
319,0.2598572459117166
320,0.2750191641372476
321,0.18346117431708192
322,0.47538040511126106
323,0.21601441398759696
324,0.14096293567524903
325,0.45704431465740364
326,0.2534206355931187
327,0.7168900339795599
328,0.7204638796994021
329,0.06556555097553876
330,0.7158445215546403
331,0.817022670312144
332,0.9126984126984126
333,0.5752377303257292
334,0.08066555283322334
335,0.6922142341785198
336,0.16990849554255258
337,0.5388017917395798
338,0.746958795173081
339,0.544939746301457
340,0.5261186073565399
341,0.7604688194549947
342,0.15349716070947408
343,0.6713472947393415
344,0.3206392617924218
345,0.18195534265313829
