Id,y
1,2005.7027270027795
2,1992.9970079491277
3,2000.1478847650149
4,2003.3260384576693
5,2004.6729813741572
6,1996.6857757029475
7,1996.5167301936808
8,2003.6934857819572
9,2008.0026265016406
10,2003.509494559655
11,2003.326948772983
12,1996.1985924342052
13,2004.481249043543
14,2011.4407334400682
15,2008.5805774453518
16,1998.1661991198762
17,1993.0269798282463
18,2002.8169297583497
19,1999.568040251348
20,2000.8241584075117
21,1988.6251249390384
22,2003.6887215394413
23,2008.566053217582
24,1993.7153631120698
25,2002.540762441511
26,2021.5165052464033
27,2004.2062555407913
28,2006.4772998276478
29,1996.2547365958135
30,2003.9893742037748
31,1991.3908347815877
32,2005.3192476642234
33,2006.5468950754628
34,2008.9892167080552
35,2003.6173665107829
36,2006.0145064499577
37,2012.0095166540486
38,2001.203476814666
39,1990.0843732523501
40,2004.668270310619
41,2002.2157055562554
42,2014.3540288591057
43,2005.9897644619848
44,2001.2256933755773
45,1995.596912402258
46,2010.4232025903038
47,1995.0500404693785
48,2006.313247643934
49,2008.1886691633827
50,1995.6259809767935
51,2004.9462979941916
52,2003.6163949262
53,2006.9426105369514
54,2006.4892848509812
55,1999.475569799859
56,2021.3020674183247
57,1998.2512149125614
58,1994.9618423154989
59,1992.6584425734907
60,2001.5481804137664
61,2002.6756624623604
62,2002.500412678306
63,1997.7355200859067
64,1993.5640128706445
65,2005.678722885897
66,1996.6503851533873
67,2005.306619788539
68,2006.2228037343466
69,1998.2624328402924
70,1994.9352889737902
71,2001.5153282528956
72,1999.8324631699606
73,1997.3116797296873
74,2007.5511818145085
75,1998.9930430023594
76,2000.385184768476
77,1996.369811958432
78,1997.880576461706
79,2001.3715657496095
80,2015.8448646851173
81,1998.8404900775138
82,2011.3802742747916
83,2004.3169896710217
84,2001.7136164394014
85,2011.1245696848853
86,2005.5756003886756
87,2005.3400143236483
88,2001.6489740579361
89,1993.1763556138612
90,2012.1246107697978
91,2011.8483020705035
92,1995.0480714469318
93,2012.4821897650183
94,2005.9655811272864
95,2000.850598527595
96,1990.1539739592229
97,1998.6724601522458
98,1993.68721853943
99,2008.579094005148
100,2004.5090933483837
101,2001.1489511054797
102,2010.403014556436
103,2006.207571637674
104,2007.5164627092388
105,1995.5053448494477
106,2000.6700183173925
107,2001.0852721766785
108,1998.317842298798
109,1997.5455952307273
110,1998.3686126275022
111,2009.9059125184888
112,1995.395191374909
113,2005.25053918245
114,2006.4381172097437
115,1998.9300678340996
116,2010.1258562516284
117,2007.1199767825824
118,2002.9852791137816
119,2009.780460194235
120,1987.5245386969227
121,2003.1540318320463
122,1993.6644462951347
123,2004.7412241058848
124,2005.0932869152311
125,1997.343907596873
126,1993.6129498472399
127,2003.1827677506883
128,1991.2601941018615
129,1999.8327076655191
130,1997.6505119371548
131,1998.0069377045031
132,2000.3423429912111
133,1990.6003323002856
134,2000.330880845474
135,2005.8167212669787
136,2005.9893007609392
137,1997.162121461521
138,1995.1222357439333
139,1989.9265723459653
140,2001.0085128179817
141,1997.4480275452865
142,2004.1355627230757
143,1994.6888585290005
144,1992.7930342692446
145,1996.0285623211882
146,2001.9883295886198
147,2010.2506103700043
148,2014.5544305758494
149,1995.3169476896937
150,1996.8776350720202
151,2001.0975140578812
152,2001.0985411666093
153,2007.6174950544691
154,2008.9141004654218
155,2001.5588297331412
156,2003.098814723155
157,1998.1922804832716
158,1995.4285511599526
159,1992.1340253825774
160,2001.5298649966062
161,1996.1049941369436
162,1997.580052128489
163,1998.43658397073
164,2004.0241878788129
165,2000.2133828964377
166,1999.3595161700252
167,2000.6135161066761
168,1993.9729342318321
169,1999.128461488503
170,1998.592431575484
171,2010.366665427421
172,2006.9020314105135
173,2007.0572459417294
174,2009.1817168316347
175,2001.2897648727705
176,2001.0649131004182
177,2008.8983931362918
178,1992.7783291978626
179,2007.3214342468582
180,2008.1294525992364
181,2008.0389115356572
182,2001.8679312005413
183,2006.5032738917841
184,2000.7577244460967
185,2007.9038107096885
186,2012.3672071847284
187,1982.7545503143
188,2001.9392226043085
189,2000.0871092142029
190,1995.2196131809544
191,2004.8316218940038
192,2004.8305873480388
193,1999.9232058208017
194,2010.4167195102061
195,1994.019999786641
196,2008.6034490732434
197,1991.482223838824
198,2005.0917720411385
199,1996.9479365095854
200,2006.8128809008942
201,2001.6527545525687
202,2005.4466018770597
203,2002.1305331881504
204,1994.1783144680646
205,1994.9648223641043
206,1996.9815403425705
207,2003.222269594083
208,2007.888953905157
209,2001.0943053550627
210,1997.8237634185875
211,1996.638615496234
212,2000.6261665754605
213,2000.9939096693206
214,2000.6360272154388
215,2005.5993390001686
216,2005.618472988414
217,1984.5325520715164
218,2010.4224982112403
219,2003.4170009562354
220,2010.0821735409947
221,2003.2800435198096
222,2006.5605474792135
223,2004.1524787406793
224,2001.3474973433945
225,2008.1017540484647
226,1993.6640993513065
227,2008.0721394901962
228,1994.1659357517603
229,1990.3719993474513
230,2004.3950132502507
231,1994.5464826687928
232,2001.0813338236392
233,1990.9247755800648
234,2001.4550281144718
235,2006.8227995920308
236,2018.5504829476906
237,1991.259809020127
238,2006.6588749275124
239,1997.9253736946516
240,2003.8967834653588
241,1998.3711408612244
242,2004.7028633765694
243,2001.4466985628546
244,2002.95707869123
245,2002.7242475957987
246,2002.9683343683864
247,2005.2344012895717
248,1993.1803626951514
249,2006.0030134039414
250,2002.4098151726578
251,2003.0899533350168
252,2002.6917714519905
253,1995.994554475226
254,1999.403735332035
255,2004.717340312593
256,1997.8778970241447
257,1993.7162071885493
258,1994.8236408408445
259,2003.1347015639296
260,1998.6546591517624
261,2002.5908839487356
262,2004.1583763108554
263,2008.385991177741
264,1991.218500068158
265,2007.0765719065334
266,2000.7193663814228
267,2008.3453521802617
268,1998.928936553411
269,2000.129937941092
270,2002.148641913489
271,1990.6708679956444
272,1999.9897202170307
273,2003.5113894325732
274,2001.2519879662755
275,2004.38298293007
276,2003.6627429931013
277,2006.3899532997748
278,2006.2922959803968
279,1994.9665636741752
280,1997.2623370057725
281,2005.9836563905424
282,2003.2773710531499
283,2001.6447197197597
284,2003.84034933685
285,2003.890695911184
286,2000.38354627759
287,2007.0052478916575
288,1998.5208881174062
289,1988.407259566664
290,1998.3802915325577
291,2001.7258156541172
292,2004.995779739207
293,1998.0636200434817
294,2009.9644150838453
295,2011.2155708016544
296,2006.3069827686143
297,2005.1966677180687
298,2005.1611908266177
299,1999.9777418606188
300,2000.343880199695
301,1997.39475754434
302,2004.221946522308
303,1995.7364209872803
304,2005.400834940347
305,2011.792371467382
306,1994.3417199887258
307,1998.8012206748097
308,2000.045366324548
309,1997.8479734373284
310,2005.0492874533109
311,2000.2491158046046
312,2004.7270177642956
313,1995.5702408707307
314,1989.0804781966158
315,2002.1420387197857
316,2004.4443269320166
317,2005.6929316143694
318,2011.0300709156445
319,2009.5873937564268
320,2004.2415692546842
321,1999.0619639040553
322,2004.0137297588403
323,2008.0170486258728
324,2000.7122506581907
325,1994.7340149610854
326,2007.0882607795957
327,2007.3548602494802
328,1995.459740451296
329,1999.7599979810873
330,2008.3087016473899
331,2007.495821041153
332,2005.4877559910894
333,2005.022500254684
334,1996.228143871867
335,1995.6432165977706
336,2005.6775133475423
337,1999.6860342113634
338,2003.8963329922165
339,2003.063168451815
340,2004.6855233315948
341,1990.550283152042
342,1990.6743891043145
343,2003.3030380546481
344,2007.6072066350182
345,2004.2830446240037
346,2004.7015160461267
347,2000.5564183196188
348,2003.6755168966745
349,2003.706149547237
350,1988.4660771520878
351,1990.1975460302892
352,2003.348330241079
353,2008.7656567583551
354,2002.913792161387
355,2001.4969221204399
356,2004.7826596348966
357,2013.551792800401
358,1993.4977538805358
359,2012.357878930303
360,2010.5732532093261
361,1995.0966486835055
362,1994.0518609387773
363,2000.4606873904386
364,2006.489498498543
365,1993.0216268278411
366,2000.0205528483382
367,2007.1608954177234
368,1993.7118551253561
369,1993.8563867768046
370,2007.1004033532483
371,2003.5048055156399
372,1995.539961070052
373,2009.3274611283348
374,2001.5854355259046
375,2000.1473619380836
376,2001.6685157120562
377,2009.2691257734336
378,2000.6321884360823
379,2007.9500276902488
380,1996.407722826976
381,2000.69832558293
382,2007.1819427331893
383,2005.4876354734756
384,2004.270249028645
385,1992.9890271189738
386,1996.2929340206801
387,2000.039711909426
388,1999.519784803889
389,2000.3322503049271
390,2000.8259798113243
391,1999.5006590036194
392,2003.231001317836
393,2008.7731965109901
394,2004.0517320746926
395,2004.3577682155392
396,2008.6061323198687
397,1994.929619102647
398,2006.13952821198
399,2010.284287822104
400,1998.1425380544383
401,1997.8344786000448
402,2001.2214138740826
403,2000.2653027355855
404,2003.8319553910837
405,2013.2490702532098
406,2000.9240249352715
407,2001.207014678434
408,2015.1396366078081
409,2002.7415928384069
410,1999.4467695718076
411,1999.4939516146735
412,1994.4598466518423
413,2000.0528497253238
414,2012.7624486339926
415,1998.828085505483
416,2009.07286206469
417,2007.8354045003468
418,2004.7115509836929
419,2003.1659107710632
420,2010.9369333384266
421,2007.1542939448495
422,1994.76736799726
423,2006.5608716069783
424,2007.2397171420944
425,2006.84323822527
426,2007.2247579388606
427,2003.3104950560078
428,2007.3128878331133
429,2008.3307623413798
430,1994.8991553972457
431,1997.25874794611
432,1991.484944749954
433,2002.9435074331655
434,1997.4497801319892
435,2002.4573185143088
436,2005.8651872757403
437,2004.5375908649203
438,1994.2817895086582
439,1998.4751502977538
440,2000.295429788156
441,1995.9554946437531
442,1997.912545965395
443,1992.8836365536201
444,1995.557289974038
445,2008.8472253870486
446,2009.1897738373289
447,2004.7261497214513
448,2005.0937009571292
449,2005.591021617121
450,2005.5553185577464
451,1995.6597717000318
452,1995.1095674215019
453,2005.4198574928546
454,2012.2029582490757
455,2001.0543157218249
456,2006.6816736876704
457,2020.2560683218926
458,2001.4504856883548
459,2009.002278517646
460,1991.5790012018242
461,2004.3406681992003
462,2006.9189794635759
463,2009.8854390907723
464,2004.2093956644865
465,1998.0542723673043
466,2004.5701047574798
467,2005.1496195173715
468,2008.3050961759718
469,2010.4126578550229
470,2001.284738278003
471,2003.573441264122
472,2013.3772530186952
473,2000.2701094197218
474,2002.7940516318822
475,1997.2800268422066
476,2002.2913885889516
477,1994.5051450816625
478,2002.8189263606457
479,2003.5498242345266
480,2004.2687235354813
481,1972.9390125357172
482,1998.9846518010454
483,1994.529171065112
484,2002.837103248544
485,2008.4865619606912
486,2002.4925408436563
487,1987.7237545031223
488,1994.66742668433
489,2020.4644282594388
490,2010.1154626750968
491,1999.0282621469714
492,2007.7448849737316
493,1998.3457187649196
494,2007.4094923781463
495,1999.8591144943325
496,1993.7534167965853
497,2001.848331592666
498,2011.0050491839056
499,2004.7196591188426
500,1999.6648290726657
501,2002.6426390576537
502,1999.9244430878557
503,2007.010072929274
504,1996.4099513898836
505,2003.921527970329
506,2006.027541957626
507,1994.251685085
508,2002.9208502987271
509,1998.7945256380758
510,1991.8627860055622
511,2006.8235850472197
512,2002.6951709872399
513,2000.24696867842
514,2000.3480718454616
515,2010.4867519045574
516,2007.7794795414843
517,2004.657683914906
518,1998.6033522053372
519,2002.8918186530045
520,1997.7846239627206
521,2005.8851497508513
522,2005.336779201292
523,2006.0813167239041
524,1999.6183792114089
525,2003.3757470325077
526,2004.013921886329
527,1992.159715664228
528,2004.8576947987651
529,2003.091377768181
530,2000.7737482821442
531,2004.8810146456492
532,2004.8830005724062
533,1998.308087250884
534,1995.292342991701
535,1988.5678868456473
536,1995.3820420111547
537,1996.2729364315892
538,1995.9316133893612
539,2002.9029868321816
540,1992.3354364626055
541,2003.205275350476
542,2010.038706858245
543,2006.9838973007925
544,2004.0418875149478
545,2004.9422457217443
546,2006.8831649223782
547,2004.537577745002
548,2002.3722813673787
549,1991.9846911233906
550,2002.6995905602978
551,2004.232001511656
552,1995.102469281743
553,2004.6764635291734
554,2003.445317302418
555,2012.9066240446527
556,2002.4548481322468
557,2011.4447774171872
558,2011.313550093715
559,2009.986291797396
560,2003.8683548709057
561,2002.4033705870013
562,1996.167165218685
563,2002.4056908124217
564,2000.559432428641
565,2004.5118922298934
566,2005.1922109829948
567,2009.865531776463
568,2008.769687019529
569,2018.3747630016733
570,2007.7834414386127
571,2006.010237420105
572,1999.5268642823419
573,2008.3922264170221
574,2013.047391414926
575,2000.8925959333565
576,2004.7344869788878
577,2011.1734516000863
578,1998.841926683863
579,2000.3956443739437
580,2011.0561100499672
581,1995.5896368536057
582,2001.1763170288318
583,2006.1608935770225
584,1995.4677721762755
585,2008.3365802335832
586,2002.8183093914272
587,2002.0843794109205
588,2004.9444748678372
589,2008.197381119655
590,2001.0551488570852
591,2006.3300777761135
592,2011.3994264675594
593,1999.8202723521013
594,1993.31890631319
595,2004.9906399730692
596,1996.7088710753487
597,2014.4891997213608
598,2008.7422267229902
599,2003.8269509271224
600,2006.47975624958
601,2009.3314336367134
602,2005.6122111612704
603,1998.0284439222905
604,2002.1939420497558
605,2010.6548828240484
606,2002.3287248000868
607,1993.0577589347386
608,2000.7030368084052
609,2002.0843407646519
610,2006.3032261496405
611,1999.43966897262
612,2002.4702136347955
613,1997.538949296964
614,2005.9233247715626
615,1992.5055500930691
616,2003.4017084769785
617,2003.3035466001304
618,1996.56333901538
619,2002.4527134653795
620,2000.801270971042
621,1999.5701147259374
622,2006.165199831886
623,2006.941081478514
