Id,Probability
1,0.004116721631475602
2,0.004985667178784616
3,0.004116721631475602
4,0.004116721631475602
5,0.004116721631475602
6,0.2547222974701114
7,0.004116721631475602
8,0.004116721631475602
9,0.004116721631475602
10,0.11
11,0.004116721631475602
12,0.004116721631475602
13,0.004985667178784616
14,0.35352803878745753
15,0.004116721631475602
16,0.004116721631475602
17,0.004116721631475602
18,0.004116721631475602
19,0.004116721631475602
20,0.004116721631475602
21,0.004985667178784616
22,0.004985667178784616
23,0.004985667178784616
24,0.004116721631475602
25,0.004116721631475602
26,0.004116721631475602
27,0.004116721631475602
28,0.004116721631475602
29,0.004116721631475602
30,0.004116721631475602
31,0.004116721631475602
32,0.004116721631475602
33,0.004116721631475602
34,0.004116721631475602
35,0.20025999680467027
36,0.004116721631475602
37,0.004985667178784616
38,0.0
39,0.004116721631475602
40,0.004116721631475602
41,0.004116721631475602
42,0.004116721631475602
43,0.004116721631475602
44,0.004985667178784616
45,0.004985667178784616
46,0.004116721631475602
47,0.004985667178784616
48,0.004985667178784616
49,0.004116721631475602
50,0.001219370009425352
51,0.004116721631475602
52,0.004116721631475602
53,0.004116721631475602
54,0.004116721631475602
55,0.2982462661995801
56,0.004116721631475602
57,0.09694563002355588
58,0.004116721631475602
59,0.004985667178784616
60,0.004116721631475602
61,0.004116721631475602
62,0.004116721631475602
63,0.06723097913658455
64,0.13630117484432477
65,0.004116721631475602
66,0.004985667178784616
67,0.004116721631475602
68,0.004116721631475602
69,0.004116721631475602
70,0.004116721631475602
71,0.004116721631475602
72,0.004116721631475602
73,0.004116721631475602
74,0.004116721631475602
75,0.004116721631475602
76,0.004116721631475602
77,0.004116721631475602
78,0.004116721631475602
79,0.004116721631475602
80,0.004116721631475602
81,0.004116721631475602
82,0.004116721631475602
83,0.004116721631475602
84,0.004116721631475602
85,0.004985667178784616
86,0.004116721631475602
87,0.06481817922687778
88,0.004116721631475602
89,0.01250041190495632
90,0.004116721631475602
91,0.004116721631475602
92,0.004116721631475602
93,0.004116721631475602
94,0.004116721631475602
95,0.004116721631475602
96,0.004985667178784616
97,0.004116721631475602
98,0.00793639365647648
99,0.004116721631475602
100,0.004116721631475602
101,0.01
102,0.004116721631475602
103,0.004552703342758685
104,0.004116721631475602
105,0.004985667178784616
106,0.004116721631475602
107,0.03457521154627226
108,0.004985667178784616
109,0.004116721631475602
110,0.004116721631475602
111,0.004116721631475602
112,0.0
113,0.13630117484432477
114,0.004116721631475602
115,0.004985667178784616
116,0.004116721631475602
117,0.004985667178784616
118,0.004985667178784616
119,0.004116721631475602
120,0.004116721631475602
121,0.43
122,0.004116721631475602
123,0.004116721631475602
124,0.004116721631475602
125,0.6053137778462273
126,0.004116721631475602
127,0.004116721631475602
128,0.004116721631475602
129,0.004116721631475602
130,0.004116721631475602
131,0.019419854857962424
132,0.004985667178784616
133,0.004116721631475602
134,0.004116721631475602
135,0.00793639365647648
136,0.004116721631475602
137,0.004985667178784616
138,0.804777733713423
139,0.4157782288859904
140,0.019419854857962424
141,0.004116721631475602
142,0.004116721631475602
143,0.004116721631475602
144,0.004116721631475602
145,0.004116721631475602
146,0.004116721631475602
147,0.004116721631475602
148,0.04
149,0.004116721631475602
150,0.004116721631475602
151,0.004985667178784616
152,0.004985667178784616
153,0.08666666666666666
154,0.7696156480995654
155,0.004985667178784616
156,0.13630117484432477
157,0.004985667178784616
158,0.004116721631475602
159,0.004985667178784616
160,0.004116721631475602
161,0.004985667178784616
162,0.004116721631475602
163,0.004116721631475602
164,0.004985667178784616
165,0.004116721631475602
166,0.004116721631475602
167,0.004985667178784616
168,0.004116721631475602
169,0.20025999680467027
170,0.004985667178784616
171,0.004116721631475602
172,0.004116721631475602
173,0.004985667178784616
174,0.0
175,0.004116721631475602
176,0.11
177,0.004116721631475602
178,0.37571588721370114
179,0.6621534599902249
180,0.004985667178784616
181,0.0738900744680003
182,0.004116721631475602
183,0.004116721631475602
184,0.004116721631475602
185,0.2982462661995801
186,0.004116721631475602
187,0.004985667178784616
188,0.004116721631475602
189,0.004116721631475602
190,0.004116721631475602
191,0.0
192,0.004116721631475602
193,0.004116721631475602
194,0.004116721631475602
195,0.004116721631475602
196,0.004116721631475602
197,0.004985667178784616
198,0.004116721631475602
199,0.004116721631475602
200,0.0
201,0.004116721631475602
202,0.004116721631475602
203,0.004116721631475602
204,0.004116721631475602
205,0.004116721631475602
206,0.004116721631475602
207,0.019419854857962424
208,0.004116721631475602
209,0.004985667178784616
210,0.004116721631475602
211,0.004985667178784616
212,0.004116721631475602
213,0.004985667178784616
214,0.004116721631475602
215,0.004116721631475602
216,0.004116721631475602
217,0.004985667178784616
218,0.004985667178784616
219,0.0
220,0.004116721631475602
221,0.004116721631475602
222,0.004116721631475602
223,0.004985667178784616
224,0.3621046774702368
225,0.004116721631475602
226,0.0
227,0.004985667178784616
228,0.004116721631475602
229,0.004116721631475602
230,0.004985667178784616
231,0.004116721631475602
232,0.004116721631475602
233,0.004116721631475602
234,0.004116721631475602
235,0.004116721631475602
236,0.004116721631475602
237,0.08057078794126857
238,0.004116721631475602
239,0.004985667178784616
240,0.004116721631475602
241,0.06481817922687778
242,0.004116721631475602
243,0.004116721631475602
244,0.004116721631475602
245,0.004116721631475602
246,0.004116721631475602
247,0.004116721631475602
248,0.004116721631475602
249,0.004116721631475602
250,0.004116721631475602
251,0.004116721631475602
252,0.06510677154241672
253,0.004116721631475602
254,0.004116721631475602
255,0.004116721631475602
256,0.6098000715943563
257,0.004116721631475602
258,0.004985667178784616
259,0.004116721631475602
260,0.004116721631475602
261,0.0738900744680003
262,0.004116721631475602
263,0.004116721631475602
264,0.004116721631475602
265,0.004116721631475602
266,0.004116721631475602
267,0.004116721631475602
268,0.004116721631475602
269,0.004116721631475602
270,0.004116721631475602
271,0.004116721631475602
272,0.04422752676847028
273,0.004116721631475602
274,0.04789007446800032
275,0.019419854857962424
276,0.004116721631475602
277,0.004116721631475602
278,0.004116721631475602
279,0.024575211546272256
280,0.004116721631475602
281,0.93
282,0.004116721631475602
283,0.004116721631475602
284,0.06481817922687778
285,0.004116721631475602
286,0.004116721631475602
287,0.8457201548145601
288,0.004116721631475602
289,0.004116721631475602
290,0.004116721631475602
291,0.004116721631475602
292,0.004116721631475602
293,0.004116721631475602
294,0.14431011693595486
295,0.00793639365647648
296,0.004116721631475602
297,0.004116721631475602
298,0.6763392638621223
299,0.004116721631475602
300,0.105
301,0.004116721631475602
302,0.004985667178784616
303,0.01
304,0.0
305,0.004116721631475602
306,0.019419854857962424
307,0.004116721631475602
308,0.0
309,0.004116721631475602
310,0.004985667178784616
311,0.004116721631475602
312,0.004985667178784616
313,0.004116721631475602
314,0.021604623896664045
315,0.004116721631475602
316,0.004116721631475602
317,0.004985667178784616
318,0.004116721631475602
319,0.004116721631475602
320,0.004116721631475602
